user,clip,filename,hmd,pitch,roll,sec,yaw,log_type,label,video_length_s
10,6,6.mp4,vive,-0.5759586531581288,0.017453292519943295,26.574,3.106686068549907,json,10,30.033333
10,6,6.mp4,vive,-0.5934119456780721,0.03490658503988659,26.674,3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.05235987755982989,26.775,3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.05235987755982989,26.875,3.106686068549907,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,26.976,3.089232776029963,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,27.077,3.0543261909900767,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,27.177,3.0194196059501905,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,27.278,2.9845130209103035,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.017453292519943295,27.378,2.9496064358704164,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,27.479,2.932153143350474,json,10,30.033333
10,6,6.mp4,vive,-0.5934119456780721,0.03490658503988659,27.579,2.91469985083053,json,10,30.033333
10,6,6.mp4,vive,-0.5759586531581288,0.03490658503988659,27.68,2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,-0.5585053606381855,0.05235987755982989,27.78,2.879793265790644,json,10,30.033333
10,6,6.mp4,vive,-0.5235987755982988,0.05235987755982989,27.881,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.5061454830783556,0.05235987755982989,27.981,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.4886921905584123,0.06981317007977318,28.081,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.4537856055185257,0.06981317007977318,28.182,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.4188790204786391,0.06981317007977318,28.283,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.3839724354387525,0.06981317007977318,28.383,2.879793265790644,json,10,30.033333
10,6,6.mp4,vive,-0.33161255787892263,0.06981317007977318,28.484,2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,-0.2792526803190927,0.06981317007977318,28.584,2.91469985083053,json,10,30.033333
10,6,6.mp4,vive,-0.24434609527920614,0.06981317007977318,28.684,2.932153143350474,json,10,30.033333
10,6,6.mp4,vive,-0.20943951023931956,0.06981317007977318,28.785,2.9670597283903604,json,10,30.033333
10,6,6.mp4,vive,-0.17453292519943295,0.06981317007977318,28.885,3.0194196059501905,json,10,30.033333
10,6,6.mp4,vive,-0.12217304763960307,0.06981317007977318,28.986,3.0543261909900767,json,10,30.033333
10,6,6.mp4,vive,-0.08726646259971647,0.06981317007977318,29.086,3.07177948351002,json,10,30.033333
10,6,6.mp4,vive,-0.05235987755982989,0.05235987755982989,29.187,3.106686068549907,json,10,30.033333
10,6,6.mp4,vive,-0.017453292519943295,0.05235987755982989,29.287,3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,0.0,0.05235987755982989,29.388,-3.141592653589793,json,10,30.033333
10,6,6.mp4,vive,0.017453292519943295,0.05235987755982989,29.489,-3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,0.05235987755982989,0.05235987755982989,29.589,-3.1066860685499065,json,10,30.033333
10,6,6.mp4,vive,0.06981317007977318,0.05235987755982989,29.69,-3.0892327760299634,json,10,30.033333
10,6,6.mp4,vive,0.08726646259971647,0.05235987755982989,29.79,-3.07177948351002,json,10,30.033333
10,6,6.mp4,vive,0.10471975511965978,0.06981317007977318,29.891,-3.036872898470133,json,10,30.033333
10,6,6.mp4,vive,0.10471975511965978,0.06981317007977318,29.991,-3.001966313430247,json,10,30.033333
